supplier_rank,vendor_id,vendor_name,vendor_region,vendor_category,as_of_month,months_in_dynamic_window,otd_score,quality_score,risk_performance_score,cost_efficiency_score,lead_time_score,dynamic_supplier_score,vris_score,defect_rate_pct,lead_time_avg_days,contract_lead_time_days,financial_stability_score,past_disruption_count,active_dispute_flag,preferred_vendor_flag,recent_3m_score,prior_3m_score,score_change_3m,trend_class,procurement_spend_12m_usd,spend_percentile,supplier_risk_class,replacement_candidate,recommended_tier,category_rank
41,VND-001167,Kirk Group,APAC,Industrial Parts,2024-12-01,6,82.03,87.93,39.73,54.26,97.59,72.92,7.8,0.123,21.04,25,99.17,1,0,0,72.78,70.68,2.1,Improving,332010.71,0.13,Medium,False,Preferred,6
43,VND-000114,Mitchell-Conner,APAC,Industrial Parts,2024-12-01,6,77.57,73.93,39.73,81.44,97.22,72.8,69.11,0.301,34.52,42,59.66,1,0,0,73.8,70.58,3.22,Improving,686654.71,0.6,Medium,False,Preferred,7
44,VND-001020,Oneill Inc,Americas,Electronics,2024-12-01,6,85.48,88.57,42.03,45.99,94.07,72.77,11.92,0.188,37.79,49,57.46,0,0,0,74.02,67.37,6.65,Improving,559510.3,0.44,Medium,False,Preferred,5
46,VND-000625,Johnson-Deleon,MEA,Electronics,2024-12-01,6,91.38,82.93,34.58,51.65,93.41,72.67,80.19,0.131,10.61,11,61.66,0,0,0,76.1,67.8,8.3,Improving,449683.42,0.26,High,False,Approved,6
47,VND-000151,Lucas Group,MEA,Packaging,2024-12-01,6,90.47,86.25,36.63,50.12,89.11,72.6,20.1,0.026,43.68,35,74.74,0,1,0,72.97,69.9,3.07,Improving,599088.41,0.5,High,False,Approved,6
49,VND-000645,Perez-Jones,Americas,Packaging,2024-12-01,6,87.27,78.42,54.33,35.02,96.92,72.52,74.71,0.202,12.23,12,72.61,0,0,0,74.71,72.04,2.67,Improving,409109.79,0.2,High,False,Approved,7
54,VND-000125,Armstrong PLC,Americas,Raw Materials,2024-12-01,6,85.12,87.56,22.37,69.4,95.95,72.32,75.5,0.268,23.22,24,44.94,1,0,0,73.04,70.8,2.24,Improving,341232.24,0.14,High,False,Approved,11
56,VND-000492,Bradford Group,EMEA,Logistics,2024-12-01,6,93.0,96.15,16.62,47.89,97.74,72.3,84.1,0.013,35.57,38,57.58,0,0,1,73.24,70.64,2.6,Improving,747871.31,0.64,High,False,Approved,11
59,VND-000059,Glenn PLC,Americas,Industrial Parts,2024-12-01,6,84.93,90.58,21.52,66.13,94.55,72.0,79.85,0.116,24.06,26,69.15,0,0,0,72.75,70.1,2.65,Improving,320285.33,0.12,High,False,Approved,11
60,VND-000902,Huang-Flores,EMEA,Electronics,2024-12-01,6,88.03,82.92,22.38,65.48,97.99,71.99,78.68,0.025,25.21,28,57.69,0,0,0,73.11,70.05,3.07,Improving,1988859.42,0.96,High,False,Approved,8
64,VND-000299,"Young, Anderson and Robinson",MEA,Industrial Parts,2024-12-01,6,90.45,86.5,36.3,40.86,92.72,71.73,79.57,0.05,52.5,54,69.6,0,0,0,73.28,68.36,4.93,Improving,636602.47,0.54,High,False,Approved,14
75,VND-000883,"Evans, Jones and Clark",MEA,Services,2024-12-01,6,85.6,84.76,38.83,47.01,92.02,71.25,76.36,0.082,19.62,17,61.98,0,0,0,72.92,67.94,4.97,Improving,501903.32,0.36,High,False,Approved,12
83,VND-001164,Roy-Mcintyre,EMEA,Raw Materials,2024-12-01,6,91.75,82.09,33.97,43.07,92.35,71.05,85.16,0.036,50.53,42,94.63,0,0,0,74.11,67.61,6.5,Improving,1062095.7,0.8,High,False,Approved,15
85,VND-001026,Rodriguez-Holloway,Americas,Packaging,2024-12-01,6,92.12,91.04,19.87,46.49,94.52,70.97,80.29,0.098,34.75,37,63.58,1,0,1,72.13,68.81,3.31,Improving,1174105.5,0.83,High,False,Approved,10
86,VND-001054,Perez Group,Americas,Services,2024-12-01,6,81.58,77.1,43.33,52.74,94.93,70.71,16.13,0.029,27.68,30,65.825,0,0,0,72.12,66.7,5.42,Improving,1448369.3,0.91,Medium,False,Preferred,14
88,VND-000283,Scott LLC,EMEA,Services,2024-12-01,6,82.9,84.73,37.3,47.06,95.18,70.61,70.31,0.011,42.09,36,44.1,0,0,0,72.48,66.86,5.61,Improving,2782177.06,0.98,High,False,Approved,16
90,VND-000744,"Moreno, Walter and Sexton",MEA,Electronics,2024-12-01,6,84.92,81.22,34.12,53.83,92.7,70.52,77.69,0.161,42.01,34,71.31,0,0,0,71.59,68.73,2.85,Improving,562401.12,0.45,High,False,Approved,14
91,VND-000449,Elliott Inc,Americas,Industrial Parts,2024-12-01,6,80.5,75.36,41.26,57.41,96.18,70.51,15.25,0.035,21.31,27,72.1,0,0,0,71.23,67.22,4.01,Improving,150855.25,0.0,Medium,False,Preferred,20
92,VND-001099,Bailey-Davies,MEA,Services,2024-12-01,6,80.71,77.52,38.69,58.55,94.73,70.44,73.39,0.342,29.9,29,66.84,1,0,0,71.35,67.32,4.03,Improving,1702668.4,0.95,High,False,Approved,17
93,VND-000389,Mathews Ltd,Americas,Packaging,2024-12-01,6,80.5,83.02,38.5,49.8,96.77,70.44,81.87,0.12,45.56,45,64.36,0,0,0,72.48,66.67,5.81,Improving,369405.5,0.16,High,False,Approved,11
95,VND-000850,"Meadows, Alexander and Duarte",Americas,Services,2024-12-01,6,89.71,83.9,21.43,55.67,94.01,70.43,77.81,0.052,18.69,19,53.0,2,0,0,71.11,68.75,2.35,Improving,829930.15,0.69,High,False,Approved,18
98,VND-000698,Allen LLC,Americas,Raw Materials,2024-12-01,6,77.79,74.47,48.56,54.14,95.43,70.38,81.65,0.08,40.15,48,100.0,0,0,0,73.38,66.27,7.11,Improving,529029.24,0.39,High,False,Approved,16
99,VND-000703,Howard-Williams,MEA,Electronics,2024-12-01,6,75.53,78.37,35.33,68.32,98.04,70.36,79.7,0.053,9.94,12,60.8,1,0,0,73.2,65.12,8.08,Improving,252763.09,0.05,High,False,Approved,16
101,VND-000923,Crane-Fuller,APAC,Raw Materials,2024-12-01,6,85.37,85.9,36.13,42.58,92.89,70.34,79.2,0.043,27.11,26,49.06,0,0,0,73.08,65.46,7.62,Improving,1347850.5,0.89,High,False,Approved,17
108,VND-001120,Pennington-Hammond,MEA,Industrial Parts,2024-12-01,6,82.4,85.56,32.56,51.56,93.43,70.09,83.08,0.131,35.08,34,99.36,0,0,0,72.73,67.51,5.23,Improving,1304427.32,0.88,High,False,Approved,22
115,VND-001045,Little-Daniel,EMEA,Services,2024-12-01,6,75.72,78.31,26.43,76.03,99.27,69.96,79.39,0.178,42.74,48,100.0,0,0,0,70.7,68.59,2.11,Improving,1306293.04,0.88,High,False,Approved,21
118,VND-001116,"Henderson, Boyer and Oliver",EMEA,Logistics,2024-12-01,6,79.51,80.28,23.48,74.16,94.37,69.89,82.01,0.172,38.61,39,87.97,0,0,0,70.89,68.69,2.2,Improving,630054.93,0.53,High,False,Approved,20
119,VND-000207,Hanna PLC,Americas,Industrial Parts,2024-12-01,6,74.92,74.4,42.26,64.84,95.6,69.87,16.04,0.163,6.11,9,77.39,1,0,0,70.24,67.35,2.9,Improving,1433238.72,0.9,Medium,False,Preferred,24
122,VND-000537,Gonzales Group,EMEA,Industrial Parts,2024-12-01,6,87.43,89.42,20.82,48.78,94.88,69.82,78.72,0.006,50.42,53,78.72,0,0,0,70.9,67.38,3.52,Improving,403292.91,0.19,High,False,Approved,26
123,VND-001084,"Carpenter, George and Castillo",Americas,Industrial Parts,2024-12-01,6,79.55,72.99,38.39,62.97,94.6,69.78,75.2,0.198,15.27,24,72.68,0,0,0,71.06,68.72,2.34,Improving,1200376.6,0.84,High,False,Approved,27
126,VND-000610,Perkins-Miller,APAC,Raw Materials,2024-12-01,6,68.42,80.44,41.82,69.57,95.34,69.71,18.72,0.122,48.74,56,39.05,0,0,0,70.48,66.33,4.15,Improving,1012371.71,0.78,Medium,False,Preferred,23
127,VND-000778,"Griffin, Stone and Lozano",APAC,Raw Materials,2024-12-01,6,76.97,73.3,45.05,55.94,97.02,69.71,12.55,0.058,26.47,27,85.14,0,0,0,71.42,63.89,7.53,Improving,1195959.21,0.84,Medium,False,Preferred,24
130,VND-000620,"Hunter, Hartman and Jackson",APAC,Raw Materials,2024-12-01,6,76.55,77.64,48.8,44.4,98.5,69.69,74.77,0.439,39.24,46,65.6,2,0,0,70.8,67.45,3.34,Improving,729223.56,0.63,High,False,Approved,25
132,VND-000971,Copeland PLC,Americas,Logistics,2024-12-01,6,88.34,89.94,19.91,46.65,94.26,69.61,80.28,0.072,5.79,7,67.53999999999999,1,0,0,70.14,67.91,2.23,Improving,515204.73,0.38,High,False,Approved,23
134,VND-000533,Frazier-Andrews,Americas,Packaging,2024-12-01,6,84.37,85.63,19.71,59.72,94.96,69.58,82.87,0.013,47.73,58,61.91,0,0,0,71.47,65.15,6.32,Improving,517788.87,0.38,High,False,Approved,17
141,VND-000565,"Strong, Mcgee and Phillips",EMEA,Raw Materials,2024-12-01,6,85.26,87.02,19.89,53.08,96.31,69.37,68.17,0.022,24.2,29,27.15,0,0,0,70.09,67.93,2.17,Improving,460541.12,0.28,Medium,False,Preferred,27
151,VND-000457,"Garcia, Hart and Savage",APAC,Industrial Parts,2024-12-01,6,77.55,80.95,36.69,51.16,97.76,69.13,68.56,0.081,27.64,39,68.345,0,0,0,72.21,64.48,7.74,Improving,557046.4,0.43,Medium,False,Preferred,31
152,VND-000003,"Becker, Wright and Frazier",EMEA,Industrial Parts,2024-12-01,6,72.82,74.58,50.72,51.0,97.12,69.13,12.93,0.121,6.74,7,69.27,0,0,0,69.73,65.44,4.29,Improving,491601.06,0.34,Medium,False,Preferred,32
158,VND-000873,"Anderson, Pace and Gross",MEA,Electronics,2024-12-01,6,77.82,74.2,24.25,75.53,97.56,69.0,76.22,0.028,10.36,16,66.08,1,0,0,70.21,66.11,4.1,Improving,506935.87,0.36,High,False,Approved,24
159,VND-000081,Lee Group,MEA,Raw Materials,2024-12-01,6,79.43,79.67,38.58,48.85,94.52,68.99,77.72,0.26,46.15,51,74.17,0,0,0,70.88,66.23,4.65,Improving,307568.1,0.1,High,False,Approved,28
163,VND-000972,Hunt Inc,MEA,Services,2024-12-01,6,87.33,89.67,18.77,48.39,91.85,68.93,82.52,0.023,16.84,16,100.0,1,0,0,70.15,66.81,3.34,Improving,340398.06,0.14,High,False,Approved,29
164,VND-000568,"Jones, Brown and Williams",MEA,Packaging,2024-12-01,6,73.63,78.82,44.66,53.99,93.54,68.91,16.09,0.288,7.89,7,45.13,0,0,0,69.66,65.63,4.04,Improving,283076.0,0.09,Medium,False,Preferred,22
165,VND-000816,"Escobar, Le and Miller",Americas,Services,2024-12-01,6,76.67,75.26,45.13,52.41,93.11,68.9,30.47,0.33,12.76,14,47.0,0,1,0,70.17,65.13,5.04,Improving,1474833.22,0.91,High,False,Approved,30
166,VND-001022,King Group,APAC,Raw Materials,2024-12-01,6,77.21,73.02,38.26,56.85,98.88,68.78,69.81,1.001,27.97,31,55.65,0,0,0,71.73,63.65,8.08,Improving,337080.03,0.13,Medium,False,Preferred,29
169,VND-000302,White PLC,MEA,Logistics,2024-12-01,6,76.19,75.89,38.49,60.04,92.45,68.61,69.53,0.694,17.17,24,41.79,0,0,0,70.13,66.34,3.79,Improving,1003524.57,0.77,Medium,False,Preferred,27
179,VND-000612,"Lawson, Martinez and Tucker",MEA,Services,2024-12-01,6,73.35,74.33,43.59,59.43,92.56,68.39,16.29,0.218,49.81,46,97.54,0,0,0,69.42,65.18,4.24,Improving,272393.09,0.07,Medium,False,Preferred,32
181,VND-001144,Hale-Fowler,APAC,Logistics,2024-12-01,6,78.31,77.97,39.97,47.89,93.97,68.36,18.54,0.143,18.68,17,50.59,0,0,0,69.21,64.78,4.43,Improving,456997.06,0.27,Medium,False,Preferred,30
184,VND-000865,Neal-Gordon,MEA,Raw Materials,2024-12-01,6,83.8,86.04,24.49,45.55,93.87,68.16,66.49,0.156,57.54,52,23.65,1,1,0,69.15,66.71,2.45,Improving,564220.03,0.45,High,False,Approved,34
187,VND-000031,Frank-Johnson,Americas,Packaging,2024-12-01,6,86.83,87.47,18.44,47.01,91.72,68.04,80.63,0.181,18.87,17,63.6,0,0,0,69.04,65.74,3.3,Improving,460497.08,0.28,High,False,Approved,23
189,VND-000358,Johnson-Rose,Americas,Packaging,2024-12-01,6,73.76,76.14,28.08,72.56,94.34,68.01,71.09,0.113,34.96,33,50.68,0,0,0,69.63,65.27,4.37,Improving,277866.25,0.08,High,False,Approved,24
193,VND-000032,Vasquez-Saunders,EMEA,Raw Materials,2024-12-01,6,85.33,89.33,20.1,41.37,94.35,67.84,87.4,0.064,33.57,53,62.83,0,0,0,69.1,66.62,2.48,Improving,860966.77,0.71,High,False,Approved,37
194,VND-000350,Morris-Day,MEA,Logistics,2024-12-01,6,81.38,73.84,28.29,56.44,96.87,67.84,76.85,0.069,10.32,10,64.91,0,0,0,69.28,63.99,5.29,Improving,1443938.37,0.91,High,False,Approved,31
196,VND-000943,"Gonzalez, Brown and Cox",MEA,Electronics,2024-12-01,6,81.64,74.92,27.63,53.39,98.54,67.79,72.28,0.023,30.44,36,63.13,2,0,0,68.8,66.25,2.55,Improving,659078.42,0.57,High,False,Approved,28
199,VND-000474,Suarez-Harrison,Americas,Raw Materials,2024-12-01,6,77.63,80.8,23.64,60.6,96.14,67.69,81.35,0.062,7.21,8,64.785,0,0,0,68.74,66.25,2.48,Improving,352592.08,0.15,High,False,Approved,39
205,VND-000294,Shannon-Walters,Americas,Logistics,2024-12-01,6,75.83,79.67,30.39,54.89,97.71,67.65,66.89,0.049,37.51,39,46.61,0,0,0,69.35,64.37,4.98,Improving,1054053.86,0.8,Medium,False,Approved,32
209,VND-000010,Carter Ltd,MEA,Packaging,2024-12-01,6,78.92,75.4,41.92,45.6,90.55,67.56,19.39,0.149,42.07,39,54.41,0,0,0,68.01,65.32,2.69,Improving,1841008.43,0.96,Medium,False,Approved,27
211,VND-000656,Brown Inc,APAC,Electronics,2024-12-01,6,73.4,80.02,39.92,48.99,94.59,67.54,18.15,0.039,21.6,22,53.45,0,0,0,68.77,63.46,5.31,Improving,365491.2,0.16,Medium,False,Approved,30
212,VND-000659,Bailey-Snyder,APAC,Raw Materials,2024-12-01,6,74.04,73.67,39.96,54.77,95.88,67.53,65.88,0.127,41.27,47,46.77,0,0,0,70.49,62.02,8.47,Improving,440268.52,0.24,Medium,False,Approved,42
217,VND-000579,"Carter, Alexander and Alvarado",EMEA,Logistics,2024-12-01,6,75.62,76.02,39.94,45.81,97.82,67.42,13.81,0.202,14.25,20,82.51,0,0,0,69.01,62.59,6.42,Improving,514740.32,0.37,Medium,False,Approved,35
236,VND-000687,Escobar-Hernandez,MEA,Packaging,2024-12-01,6,71.78,70.88,42.81,55.09,97.27,67.13,20.59,0.013,29.92,30,42.13,0,0,0,68.7,62.36,6.34,Improving,492875.97,0.35,Medium,False,Approved,31
237,VND-001090,"Aguilar, Harrington and Bridges",MEA,Electronics,2024-12-01,6,88.23,86.13,20.67,38.9,89.74,67.12,75.48,0.856,64.95,54,64.17,0,0,0,68.38,65.37,3.01,Improving,417553.9,0.21,High,False,Approved,34
239,VND-000866,"Townsend, Guzman and Allen",APAC,Raw Materials,2024-12-01,6,73.17,77.99,27.04,67.11,93.73,67.08,72.75,0.124,43.72,51,56.57,0,0,0,68.33,64.83,3.51,Improving,411361.99,0.2,High,False,Approved,47
242,VND-001009,Hamilton-Holt,APAC,Services,2024-12-01,6,71.18,76.37,45.04,46.02,96.81,67.06,17.82,0.158,12.25,15,70.01,0,0,0,69.23,61.3,7.93,Improving,680994.61,0.59,Medium,False,Approved,45
243,VND-000506,Harrison Ltd,EMEA,Electronics,2024-12-01,6,78.96,74.28,37.0,45.81,94.77,67.03,28.06,0.131,10.53,10,51.4,0,1,0,68.01,63.33,4.68,Improving,322417.49,0.12,High,False,Approved,36
245,VND-001189,"Bridges, Merritt and Gonzales",APAC,Packaging,2024-12-01,6,73.15,72.6,38.84,55.18,96.37,66.96,20.68,0.085,52.72,59,55.12,0,0,0,67.15,64.89,2.26,Improving,546111.36,0.42,Medium,False,Approved,32
251,VND-000746,"Reed, Berry and Baker",MEA,Raw Materials,2024-12-01,6,77.65,77.62,39.13,37.05,97.81,66.87,78.78,0.038,18.52,21,72.05,0,0,0,69.38,62.67,6.71,Improving,564880.52,0.46,High,False,Approved,51
253,VND-000745,James-Gibson,Americas,Raw Materials,2024-12-01,6,81.69,72.92,30.63,45.92,97.89,66.79,78.82,0.315,15.72,19,55.85,0,0,0,67.52,65.07,2.44,Improving,689605.35,0.6,High,False,Approved,53
255,VND-000766,"Rodriguez, Pugh and Warner",APAC,Raw Materials,2024-12-01,6,75.76,77.69,24.88,66.37,90.57,66.78,73.49,0.169,20.9,16,64.54,1,0,0,67.72,64.97,2.75,Improving,7305642.84,0.99,High,False,Approved,54
264,VND-000872,"Leblanc, Marshall and Higgins",MEA,Logistics,2024-12-01,6,70.05,72.09,46.29,49.77,96.5,66.63,18.06,0.022,45.38,52,72.31,0,0,0,67.09,64.28,2.8,Improving,1422239.71,0.9,Medium,False,Approved,40
265,VND-000115,"Hall, Lowery and Farley",Americas,Logistics,2024-12-01,6,76.66,77.0,39.99,42.33,92.53,66.63,14.79,0.052,45.9,52,51.74,0,0,0,67.65,62.53,5.12,Improving,419589.59,0.22,Medium,False,Approved,41
266,VND-000071,"Stewart, Solis and Long",APAC,Industrial Parts,2024-12-01,6,77.75,74.17,37.94,43.74,95.36,66.61,23.25,0.074,59.89,60,19.55,0,0,0,67.31,63.7,3.61,Improving,1223452.86,0.85,Medium,False,Approved,46
270,VND-000975,James Ltd,APAC,Services,2024-12-01,6,77.62,78.09,22.14,59.95,94.39,66.48,81.46,0.117,22.35,21,93.91,0,0,0,67.52,65.45,2.06,Improving,422466.37,0.22,High,False,Approved,48
272,VND-000084,Young-Bell,MEA,Packaging,2024-12-01,6,73.68,81.08,26.39,59.53,93.0,66.48,81.05,0.212,16.78,17,78.83,0,0,0,67.18,65.01,2.16,Improving,292718.63,0.09,High,False,Approved,36
277,VND-000473,Orozco Inc,Americas,Services,2024-12-01,6,82.65,77.25,27.33,48.27,89.66,66.4,74.13,0.06,56.05,48,63.26,0,0,0,67.46,63.21,4.25,Improving,668658.04,0.58,High,False,Approved,49
278,VND-000594,"Roach, Pearson and Stevenson",APAC,Raw Materials,2024-12-01,6,80.67,74.42,25.19,53.63,94.89,66.4,71.36,0.334,31.2,30,51.04,2,0,0,67.62,64.32,3.3,Improving,710308.89,0.63,High,False,Approved,62
279,VND-000163,Stevens Ltd,Americas,Electronics,2024-12-01,6,87.93,89.07,15.09,37.65,90.25,66.4,87.11,0.054,62.87,53,65.04,0,0,0,67.34,64.5,2.84,Improving,698033.67,0.61,High,False,Approved,43
280,VND-001091,"Lewis, Phillips and Vasquez",EMEA,Industrial Parts,2024-12-01,6,73.52,76.44,45.13,37.69,95.75,66.39,12.4,0.05,19.6,23,99.41,2,0,0,67.78,60.81,6.96,Improving,1033729.93,0.79,Medium,False,Approved,48
289,VND-000319,"Frey, Diaz and Cohen",MEA,Electronics,2024-12-01,6,72.92,76.96,41.29,43.61,93.45,66.08,15.21,0.089,69.95,59,63.65,0,0,0,67.28,62.2,5.08,Improving,386088.41,0.18,Medium,False,Approved,46
295,VND-000522,"Watkins, Torres and Scott",MEA,Services,2024-12-01,6,74.89,76.95,29.45,53.46,93.92,65.86,69.26,0.173,30.6,31,44.09,0,0,0,66.41,64.39,2.02,Improving,179239.37,0.0,Medium,False,Approved,53
296,VND-000897,"Porter, Houston and Morgan",APAC,Packaging,2024-12-01,6,74.76,76.03,23.96,63.77,92.33,65.84,75.78,0.549,58.19,57,67.69,0,0,0,66.7,64.23,2.47,Improving,500329.25,0.36,High,False,Approved,39
297,VND-000172,Goodwin Ltd,EMEA,Logistics,2024-12-01,6,77.74,80.78,34.24,36.55,93.19,65.79,89.83,0.185,11.06,11,99.72,0,0,0,67.35,62.6,4.75,Improving,1648405.66,0.94,High,False,Approved,47
299,VND-000964,Ward Group,EMEA,Logistics,2024-12-01,6,72.6,74.35,25.35,64.44,95.86,65.77,75.57,0.358,23.52,26,77.53,0,0,0,66.99,64.13,2.86,Improving,557259.34,0.44,High,False,Approved,48
300,VND-000621,"Newman, Bird and Potts",EMEA,Electronics,2024-12-01,6,76.08,80.13,39.48,31.4,95.37,65.76,75.6,0.076,31.25,31,53.33,0,0,0,67.71,63.39,4.32,Improving,1590988.89,0.93,High,False,Approved,47
303,VND-000508,Dunn LLC,Americas,Electronics,2024-12-01,6,75.54,74.67,36.76,45.89,92.16,65.66,67.54,0.315,17.36,15,44.74,0,0,0,66.87,62.72,4.15,Improving,534034.46,0.4,Medium,False,Approved,48
309,VND-000511,Curtis-Washington,MEA,Electronics,2024-12-01,6,78.03,77.58,23.58,47.58,98.37,65.53,72.79,0.496,17.66,21,55.24,0,0,0,66.2,63.69,2.52,Improving,412201.18,0.2,High,False,Approved,49
310,VND-000509,"Patterson, Zamora and Buchanan",APAC,Electronics,2024-12-01,6,76.9,75.87,36.72,39.36,93.49,65.52,71.89,0.06,66.3,60,62.78,1,0,0,67.03,62.36,4.67,Improving,424554.24,0.22,High,False,Approved,50
323,VND-000437,"Hess, Moreno and Doyle",APAC,Electronics,2024-12-01,6,75.84,78.84,27.64,55.52,86.51,65.35,72.51,0.153,28.21,22,64.965,0,0,0,66.88,63.39,3.48,Improving,604695.98,0.5,High,False,Approved,54
328,VND-000396,Anderson Group,Americas,Services,2024-12-01,6,83.05,78.35,24.1,37.68,94.65,65.25,73.02,0.017,39.01,38,41.99,1,0,0,66.41,62.98,3.43,Improving,390695.45,0.19,High,False,Approved,57
331,VND-000737,Meyer Inc,MEA,Logistics,2024-12-01,6,78.51,74.5,26.63,47.19,95.5,65.18,75.07,0.021,39.08,40,68.6,1,0,0,66.7,61.99,4.7,Improving,542453.96,0.42,High,False,Approved,51
334,VND-000812,Caldwell-Green,MEA,Raw Materials,2024-12-01,6,71.48,75.67,34.87,53.06,90.55,65.09,66.75,0.116,10.09,9,58.7,0,0,0,66.41,64.28,2.13,Improving,311082.09,0.11,Medium,False,Approved,70
335,VND-000323,Vasquez-Rice,MEA,Logistics,2024-12-01,6,72.27,77.29,41.36,38.27,92.87,65.08,63.09,0.19,29.86,41,67.38,1,0,0,67.69,60.1,7.58,Improving,755561.76,0.65,Medium,False,Approved,52
347,VND-001107,Alexander-Jenkins,Americas,Packaging,2024-12-01,6,81.69,74.95,25.77,42.43,92.87,64.95,80.49,0.017,41.16,36,100.0,0,0,0,66.8,61.87,4.93,Improving,839038.08,0.7,High,False,Approved,45
351,VND-001156,"Peterson, Brown and Juarez",Americas,Industrial Parts,2024-12-01,6,77.66,78.26,23.94,45.02,95.96,64.89,78.23,0.268,38.64,43,90.2,1,0,0,65.7,62.37,3.33,Improving,7490065.81,1.0,High,False,Approved,64
352,VND-000198,"Lowery, Bennett and Sims",APAC,Logistics,2024-12-01,6,77.72,78.73,23.38,44.58,96.36,64.88,71.07,0.083,14.85,15,45.09,0,0,0,65.86,63.02,2.83,Improving,441779.32,0.24,High,False,Approved,54
359,VND-000854,Taylor LLC,Americas,Logistics,2024-12-01,6,75.48,71.84,27.08,54.43,93.95,64.68,71.91,0.019,21.01,21,58.05,1,0,0,65.42,63.27,2.15,Improving,514830.47,0.37,High,False,Approved,55
363,VND-000188,"Williams, Reed and Hale",Americas,Raw Materials,2024-12-01,6,76.14,75.86,27.89,49.3,91.1,64.65,68.08,0.162,58.23,51,54.98,0,0,0,65.79,62.17,3.62,Improving,561612.22,0.45,Medium,False,Approved,73
369,VND-000165,Holloway-Moss,Americas,Industrial Parts,2024-12-01,6,71.56,73.95,29.56,51.89,97.56,64.59,68.2,0.287,43.42,48,40.99,0,0,0,65.29,62.89,2.4,Improving,456788.63,0.27,Medium,False,Approved,67
