week_start,cash_flow_usd,revenue_usd,procurement_cost_usd,logistics_cost_usd,operational_cost_usd,sla_penalty_usd,transactions,avg_dso,avg_dpo,avg_cash_conversion_cycle,rolling_mean_13w,rolling_std_13w,ci95_lower_mean,ci95_upper_mean,pi95_lower,pi95_upper,forecast_mean,forecast_std,forecast_lower,forecast_upper,trailing_stress_threshold,stress_eligible,stress,stress_reason,iso_week,month
2021-04-12,-87604480.39,4854882.75,2170910.22,246569.44,106172.54,191992.56,314,58.70904458598726,67.71484076433121,36.23563694267516,-84649686.13384615,10576084.907215413,-91040750.2799205,-78258621.9877718,-108562858.50535136,-60736513.76234093,-83359618.39384614,11190623.771835953,-108662300.58184633,-58056936.20584595,,False,False,insufficient-history,15,4
2021-04-19,-59617566.46,4530395.66,1750723.69,111266.72,171854.19,372566.59,303,58.81960396039604,69.1926402640264,35.35633663366336,-81954307.85846154,12159523.110832702,-89302234.1344682,-74606381.58245489,-109447730.48655215,-54460885.23037094,-84649686.13384615,10576084.907215413,-108562858.50535136,-60736513.76234093,,False,False,insufficient-history,16,4
2021-04-26,-58385105.46,5316868.14,2410159.71,148876.44999999998,162865.16,272907.7,324,56.485308641975315,68.44046296296295,32.68533950617284,-80773143.7176923,13675243.669949858,-89037010.76061095,-72509276.67477365,-111693702.88214663,-49852584.553237975,-81954307.85846154,12159523.110832702,-109447730.48655215,-54460885.23037094,,False,False,insufficient-history,17,4
2021-05-03,-102902770.37,6700780.37,1561600.95,134823.52,253988.51,454506.75,334,57.36844311377246,67.80649700598802,34.515808383233534,-82076136.42076923,14957865.794030424,-91115084.25606887,-73037188.58546959,-115896782.35738245,-48255490.48415601,-80773143.7176923,13675243.669949858,-111693702.88214663,-49852584.553237975,,False,False,insufficient-history,18,5
2021-05-10,-76558825.34,6522705.81,1822681.79,133327.37,86504.65,193716.12,332,57.19072289156627,68.19111445783133,33.59009036144578,-81457150.24769232,15010869.461270044,-90528127.87854272,-72386172.61684191,-115397640.7054249,-47516659.789959736,-82076136.42076923,14957865.794030424,-115896782.35738245,-48255490.48415601,,False,False,insufficient-history,19,5
2021-05-17,-106212109.5,4888236.84,3027333.29,115323.7,221025.65,230068.19,327,58.14177370030581,67.5588379204893,35.47724770642202,-82573790.92846154,16318913.759649407,-92435211.8178703,-72712370.03905277,-119471849.24340469,-45675732.61351838,-81457150.24769232,15010869.461270044,-115397640.7054249,-47516659.789959736,,False,False,insufficient-history,20,5
2021-05-24,-62991931.53,5515465.71,1760519.6,121002.39,174167.74,222804.3,326,56.5701226993865,68.25886503067484,33.83168711656442,-80555431.18769231,17033937.372258876,-90848936.52179264,-70261925.853592,-119070201.45682576,-42040660.91855887,-82573790.92846154,16318913.759649407,-119471849.24340469,-45675732.61351838,,False,False,insufficient-history,21,5
2021-05-31,-73173069.96000001,5416794.5200000005,3684060.79,172334.12,184079.1,298775.97,318,58.430723270440254,68.66081761006289,34.70512578616352,-79137534.72692308,16803062.62047902,-89291523.84483576,-68983545.6090104,-117130283.11518323,-41144786.338662915,-80555431.18769231,17033937.372258876,-119070201.45682576,-42040660.91855887,,False,False,insufficient-history,22,5
2021-06-07,-91732713.22,4304701.36,2899728.07,145123.52000000002,132882.54,264504.27,305,58.90862295081968,66.77268852459015,36.468360655737705,-81830781.10692307,15678897.730515081,-91305444.18069416,-72356118.03315198,-117281724.18409295,-46379838.02975319,-79137534.72692308,16803062.62047902,-117130283.11518323,-41144786.338662915,,False,False,insufficient-history,23,6
2021-06-14,-86289736.37,4827206.75,1591420.43,122003.26,178900.01,310713.43,299,59.6428093645485,67.83344481605351,37.71933110367893,-81644727.49384615,15604657.913093818,-91074527.89494632,-72214927.09274597,-116927809.8204265,-46361645.167265795,-81830781.10692307,15678897.730515081,-117281724.18409295,-46379838.02975319,,False,False,insufficient-history,24,6
2021-06-21,-64148923.13,6281367.39,3301204.68,129016.58,70478.27,233189.44,289,59.23602076124567,69.33429065743945,34.18671280276816,-80669865.45076923,16310924.957772622,-90526458.75551952,-70813272.14601894,-117549860.59791473,-43789870.303623736,-81644727.49384615,15604657.913093818,-116927809.8204265,-46361645.167265795,,False,False,insufficient-history,25,6
2021-06-28,-86640782.41,9162270.59,1987348.53,135374.71,217847.16,257534.71,341,58.62586510263929,67.68727272727273,34.68181818181818,-79936548.66692308,15760819.626506865,-89460716.6469846,-70412380.68686154,-115572722.14239615,-44300375.19144999,-80669865.45076923,16310924.957772622,-117549860.59791473,-43789870.303623736,,False,False,insufficient-history,26,6
2021-07-05,-91940790.72,7670509.71,2081085.6500000001,104003.34,161348.18,366986.15,342,58.84742690058479,67.4877485380117,37.10909356725146,-80630677.29692307,16098125.317711098,-90358677.0661802,-70902677.52766594,-117029519.4920992,-44231835.10174695,-79936548.66692308,15760819.626506865,-115572722.14239615,-44300375.19144999,,False,False,insufficient-history,27,7
2021-07-12,-78311774.0,8580304.38,2560986.37,157262.44,73555.65,326077.89,326,57.09990797546012,67.49361963190184,34.55984662576687,-79915853.72846153,15968449.106268583,-89565490.9474158,-70266216.50950727,-116021490.1084505,-43810217.348472565,-80630677.29692307,16098125.317711098,-117029519.4920992,-44231835.10174695,,False,False,insufficient-history,28,7
2021-07-19,-91845423.64999999,4022360.4499999997,2470472.31,135372.09,79508.88,305818.85,295,57.95986440677966,67.59833898305084,34.60477966101695,-82394919.66615385,15028571.65476598,-91476594.62547232,-73313244.70683537,-116375435.86196774,-48414403.47033995,-79915853.72846153,15968449.106268583,-116021490.1084505,-43810217.348472565,,False,False,insufficient-history,29,7
2021-07-26,-80908597.48,9186941.51,1535892.08,127563.39,188532.53,120716.28,313,58.4785303514377,68.05319488817892,35.7544089456869,-84127495.97538462,13219335.26613338,-92115860.32717629,-76139131.62359296,-114017218.46050751,-54237773.49026173,-82394919.66615385,15028571.65476598,-116375435.86196774,-48414403.47033995,,False,False,insufficient-history,30,7
2021-08-02,-75844108.58,6140373.779999999,2120793.34,121238.83,176598.5,209109.36,302,59.225264900662246,67.40920529801325,36.362483443708605,-82046060.45307693,12099561.344853071,-89357752.19654627,-74734368.70960759,-109403905.87484306,-54688215.031310804,-84127495.97538462,13219335.26613338,-114017218.46050751,-54237773.49026173,,False,False,insufficient-history,31,8
2021-08-09,-95546685.54,4917049.07,2767153.79,178902.73,133386.84,132492.68,297,57.118114478114485,68.29124579124579,33.96138047138047,-83506665.08384617,12520702.81862972,-91072850.07288718,-75940480.09480515,-111816737.03778963,-55196593.129902706,-82046060.45307693,12099561.344853071,-109403905.87484306,-54688215.031310804,,False,False,insufficient-history,32,8
2021-08-16,-82810824.52,7839769.38,3793716.5300000003,159315.34,181064.57,36999.34,327,57.496880733944955,67.26712538226299,35.358165137614684,-81706566.23923077,10504119.631401507,-88054142.20437129,-75358990.27409025,-105457020.73730753,-57956111.741154,-83506665.08384617,12520702.81862972,-111816737.03778963,-55196593.129902706,,False,False,insufficient-history,33,8
2021-08-23,-101060613.41,9211365.979999999,2316325.26,150721.49,196731.06,173531.77000000002,357,58.3012324929972,67.0449299719888,36.62672268907563,-84634926.38384615,10152590.513355518,-90770075.42897281,-78499777.33871949,-107590552.12750341,-61679300.64018889,-81706566.23923077,10504119.631401507,-105457020.73730753,-57956111.741154,,False,False,insufficient-history,34,8
2021-08-30,-59070417.32,4998485.03,3189832.94,147397.34,148484.35,117022.44,289,56.40418685121107,68.22678200692042,33.501695501730104,-83550106.94999999,12054640.423658682,-90834653.25246988,-76265560.6475301,-110806383.43193325,-56293830.46806672,-84634926.38384615,10152590.513355518,-107590552.12750341,-61679300.64018889,,False,False,insufficient-history,35,8
2021-09-06,-74895985.83,7535286.97,1734462.01,145508.8,184085.83,239162.7,314,58.537229299363055,69.34165605095541,34.70512738853503,-82254974.07384616,12006613.58288502,-89510498.0468992,-74999450.10079312,-109402658.94253547,-55107289.20515685,-83550106.94999999,12054640.423658682,-110806383.43193325,-56293830.46806672,,False,False,insufficient-history,36,9
2021-09-13,-76630871.83,5006581.05,1795002.01,110315.24,118871.84,322439.95,317,57.62570977917981,67.51873817034699,34.307886435331234,-81511984.49384615,12034949.17694416,-88784631.49501762,-74239337.49267468,-108723737.86717871,-54300231.12051359,-82254974.07384616,12006613.58288502,-109402658.94253547,-55107289.20515685,,False,False,insufficient-history,37,9
2021-09-20,-94562543.68,5827774.18,3322205.33,135405.48,147138.32,130041.7,305,58.16685245901639,68.44878688524591,35.06222950819672,-83851493.76692308,11312855.033624353,-90687783.64445676,-77015203.88938941,-109430548.2853249,-58272439.24852127,-81511984.49384615,12034949.17694416,-108723737.86717871,-54300231.12051359,,False,False,insufficient-history,38,9
2021-09-27,-78652206.31,9546437.98,2531768.36,69927.18,243299.43,134772.13,308,58.28350649350649,68.20048701298701,35.66194805194805,-83236987.91307694,11365560.919907607,-90105127.6389304,-76368848.18722348,-108935213.6517121,-57538762.17444177,-83851493.76692308,11312855.033624353,-109430548.2853249,-58272439.24852127,,False,False,insufficient-history,39,9
2021-10-04,-64338564.05,5040301.23,1890042.8,211773.1,58754.31,221073.75,318,57.492106918238996,67.15342767295597,35.061006289308175,-81113739.70769231,12154901.491629442,-88458873.16716562,-73768606.248219,-108596712.57317108,-53630766.84221354,-83236987.91307694,11365560.919907607,-108935213.6517121,-57538762.17444177,,False,False,insufficient-history,40,10
2021-10-11,-78198540.3,6092581.72,1997014.12,356772.58,136745.38,187733.42,316,57.908481012658235,67.49174050632911,35.845506329113924,-81105029.42307693,12157117.094924131,-88451501.75822142,-73758557.08793244,-108593011.90260074,-53617046.94355311,-81113739.70769231,12154901.491629442,-108596712.57317108,-53630766.84221354,,False,False,insufficient-history,41,10
2021-10-18,-92740765.84,11208840.44,2772788.98,155942.03,110026.28,301246.34,313,57.39961661341854,67.68619808306708,35.03217252396166,-81173901.89923078,12225378.597058918,-88561624.24727497,-73786179.55118659,-108816227.79422523,-53531576.004236326,-81105029.42307693,12157117.094924131,-108593011.90260074,-53617046.94355311,,False,False,insufficient-history,42,10
2021-10-25,-83568903.95,3712432.93,2197432.64,57953.71,186326.47,248907.78999999998,306,56.7845751633987,69.07751633986929,33.480228758169936,-81378540.85846153,12242820.440766448,-88776803.20717123,-73980278.50975183,-109060303.82480271,-53696777.89212035,-81173901.89923078,12225378.597058918,-108816227.79422523,-53531576.004236326,,False,False,insufficient-history,43,10
2021-11-01,-105003356.79,5283254.56,2433098.65,137534.62,107445.37999999999,331192.82,336,57.74928571428571,67.09949404761905,35.990744047619046,-83621559.95153846,13725696.900393274,-91915915.57647678,-75327204.32660013,-114656196.94411892,-52586922.958958,-81378540.85846153,12242820.440766448,-109060303.82480271,-53696777.89212035,,False,False,insufficient-history,44,11
2021-11-08,-87931824.66,4335477.16,2424599.2,256664.19,95447.73,135738.32,317,58.73059936908517,67.19182965299684,36.254258675078866,-83035801.4223077,13331186.358387388,-91091756.71268158,-74979846.13193382,-113178426.0420557,-52893176.802559696,-83621559.95153846,13725696.900393274,-114656196.94411892,-52586922.958958,,False,False,insufficient-history,45,11
2021-11-15,-68090613.22,5415829.24,3921783.8899999997,137094.2,127405.63,167565.43,312,56.83807692307692,67.42596153846155,35.064230769230775,-81903477.47615385,13962110.468195217,-90340696.39030364,-73466258.56200406,-113472659.9501112,-50334295.002196506,-83035801.4223077,13331186.358387388,-113178426.0420557,-52893176.802559696,,False,False,insufficient-history,46,11
2021-11-22,-77418967.51,8225941.93,2660510.84,132219.95,144484.1,175848.12,315,57.88057142857143,66.55346031746032,36.54679365079365,-80084889.33000001,12745610.02911853,-87786984.38611774,-72382794.27388228,-108903490.19035798,-51266288.46964204,-81903477.47615385,13962110.468195217,-113472659.9501112,-50334295.002196506,,False,False,insufficient-history,47,11
2021-11-29,-72810195.07,5961953.16,1425242.94,89728.09,91781.22,118754.81,310,58.60367741935484,65.95425806451613,38.31819354838709,-81141795.31076923,11351205.477875438,-88001260.12982327,-74282330.4917152,-106807562.52029878,-55476028.10123969,-80084889.33000001,12745610.02911853,-108903490.19035798,-51266288.46964204,,False,False,insufficient-history,48,11
2021-12-06,-53450640.730000004,7643313.75,2463082.0100000002,120514.23,206540.78999999998,265384.28,309,58.17592233009709,68.65919093851133,35.02760517799353,-79492153.38000001,13658364.821177669,-87745820.63668762,-71238486.1233124,-110374548.43895943,-48609758.321040586,-81141795.31076923,11351205.477875438,-106807562.52029878,-55476028.10123969,,False,False,insufficient-history,49,12
2021-12-13,-55380312.68,7942199.88,1639154.81,83325.56999999999,120266.51,184169.74,300,57.95056666666666,67.26456666666667,36.67203333333334,-77857494.98384616,15212570.678983709,-87050359.44068733,-68664630.52700499,-112254044.18439752,-43460945.7832948,-79492153.38000001,13658364.821177669,-110374548.43895943,-48609758.321040586,,False,False,insufficient-history,50,12
2021-12-20,-72874074.61,4373285.09,2085828.78,112017.82,93834.02,295236.58999999997,299,57.24638795986621,67.60147157190636,35.33157190635451,-76189151.20923077,14395195.044078125,-84888080.51332407,-67490221.90513746,-108737564.29691575,-43640738.12154578,-77857494.98384616,15212570.678983709,-112254044.18439752,-43460945.7832948,,False,False,insufficient-history,51,12
2021-12-27,-77951987.6,5642155.41,2853615.75,122784.23,215398.93,215529.22999999998,294,58.52078231292517,68.14030612244898,34.41357142857143,-76135288.23153846,14386518.342216134,-84828974.25717258,-67441602.20590433,-108664082.76764579,-43606493.69543113,-76189151.20923077,14395195.044078125,-108737564.29691575,-43640738.12154578,-96111179.094,True,False,normal,52,12
2022-01-03,-82511393.69,4337950.54,1821015.6300000001,205063.4,92684.66,232419.3,304,58.07819078947369,69.26338815789474,33.04042763157895,-77533198.20384616,14023049.358569091,-86007242.1208951,-69059154.28679721,-109240167.22191913,-45826229.18577318,-76135288.23153846,14386518.342216134,-108664082.76764579,-43606493.69543113,-96111179.094,True,False,normal,1,1
2022-01-10,-71997780.07,5264616.859999999,1533600.77,149518.89,82869.5,416822.73,305,59.5396393442623,68.67111475409835,35.11006557377049,-77056216.64769231,14103756.843781421,-85579031.60994235,-68533401.68544227,-108945670.20730263,-45166763.088081986,-77533198.20384616,14023049.358569091,-109240167.22191913,-45826229.18577318,-95457765.39,True,False,normal,2,1
2022-01-17,-83373465.92,5520854.09,2755559.29,98601.35,108276.19,71908.13,292,58.759383561643844,68.95075342465753,34.544041095890414,-76335655.11538461,13460263.507576495,-84469610.94636469,-68201699.28440453,-106770131.0340642,-45901179.19670501,-77056216.64769231,14103756.843781421,-108945670.20730263,-45166763.088081986,-95457765.39,True,False,normal,3,1
2022-01-24,-83487215.97,8424812.84,1229087.22,142181.35,214826.51,247057.96,335,57.18928358208955,67.60202985074626,34.48465671641791,-76329371.42461538,13456623.97288829,-84461127.90679501,-68197614.94243576,-106755618.13360967,-45903124.7156211,-76335655.11538461,13460263.507576495,-106770131.0340642,-45901179.19670501,-95448271.354,True,False,normal,4,1
2022-01-31,-76026243.95,6606697.15,4147397.52,126417.58,156734.46,268896.64,344,57.43255813953488,67.50889534883721,34.60395348837209,-74100362.74461538,10353232.017355805,-80356758.23714487,-67843967.25208588,-97509651.15381758,-50691074.33541317,-76329371.42461538,13456623.97288829,-106755618.13360967,-45903124.7156211,-95448271.354,True,False,normal,5,1
2022-02-07,-92470689.04,4914395.83,2601015.45,114053.64,156127.38,239777.09,317,59.56895899053628,68.51236593059936,35.922050473186125,-74449506.15846154,10919584.063125463,-81048144.76699561,-67850867.54992747,-99139351.05073477,-49759661.26618831,-74100362.74461538,10353232.017355805,-97509651.15381758,-50691074.33541317,-95448271.354,True,False,normal,6,2
2022-02-14,-73241966.17999999,4720705.63,1678450.1400000001,154774.43,136576.48,327150.64,325,57.40547692307692,66.97975384615384,35.27513846153846,-74845764.07846154,10761928.120027311,-81349132.15407254,-68342396.00285055,-99179139.27748126,-50512388.87944183,-74449506.15846154,10919584.063125463,-99139351.05073477,-49759661.26618831,-95448271.354,True,False,normal,7,2
2022-02-21,-74153110.11,4130456.91,2377858.7,146413.56999999998,199800.08,233542.97,283,57.94954063604241,67.94374558303888,35.08667844522969,-74594544.27846155,10734939.480906503,-81081603.28267707,-68107485.27424602,-98866896.52002297,-50322192.03690012,-74845764.07846154,10761928.120027311,-99179139.27748126,-50512388.87944183,-95448271.354,True,False,normal,8,2
2022-02-28,-72448863.12,6201145.29,1928309.32,85419.67,92694.15,100799.64,306,58.03199346405229,67.91712418300654,35.9221568627451,-74566749.51307693,10740410.87941536,-81057114.85032076,-68076384.1758331,-98851472.92003682,-50282026.10611704,-74594544.27846155,10734939.480906503,-98866896.52002297,-50322192.03690012,-95448271.354,True,False,normal,9,2
2022-03-07,-92618906.47,4816465.27,2027340.27,112201.97,146691.52,527326.82,336,59.190416666666664,67.58166666666666,36.34321428571428,-77579693.03153846,9773500.134598246,-83485760.05349183,-71673626.00958508,-99678172.33101228,-55481213.732064635,-74566749.51307693,10740410.87941536,-98851472.92003682,-50282026.10611704,-95448271.354,True,False,normal,10,3
2022-03-14,-42891084.230000004,5921807.38,888517.05,87890.7,142368.14,322185.37,302,57.94990066225165,69.18466887417219,34.72145695364238,-76618983.15076922,12398737.25422171,-84111465.08687693,-69126501.21466151,-104653283.53227693,-48584682.7692615,-77579693.03153846,9773500.134598246,-99678172.33101228,-55481213.732064635,-95448271.354,True,False,normal,11,3
2022-03-21,-77950517.24,6222470.63,2883979.31,138110.57,164009.98,232771.51,342,57.60850877192983,69.09076023391813,33.4654970760234,-77009478.7376923,12350811.513818562,-84472999.4387256,-69545958.03665899,-104935416.10005382,-49083541.37533078,-76618983.15076922,12398737.25422171,-104653283.53227693,-48584682.7692615,-95448271.354,True,False,normal,12,3
2022-03-28,-65444913.18,6488488.54,1148464.63,130413.39,158448.1,254336.38999999998,326,57.842944785276075,67.58171779141104,35.22138036809816,-76047396.09,12751890.562148793,-83753286.43424374,-68341505.74575627,-104880197.61820957,-47214594.56179044,-77009478.7376923,12350811.513818562,-104935416.10005382,-49083541.37533078,-95448271.354,True,False,normal,13,3
2022-04-04,-66648738.86,3664574.15,2935503.5,131470.32,101350.25,137548.59,304,57.737598684210525,66.00404605263158,36.20121710526316,-74827191.87230769,12840445.116035683,-82586595.19789408,-67067788.5467213,-103860220.64244628,-45794163.1021691,-76047396.09,12751890.562148793,-104880197.61820957,-47214594.56179044,-94380365.89600001,True,False,normal,14,4
2022-04-11,-90729569.55,6148221.62,2023371.5999999999,231372.51,149524.93,100123.84,317,57.592145110410094,67.9465615141956,35.39422712933754,-76268098.75538462,13529023.275899436,-84443605.69850841,-68092591.81226084,-106858044.69974542,-45678152.81102384,-74827191.87230769,12840445.116035683,-103860220.64244628,-45794163.1021691,-94380365.89600001,True,False,normal,15,4
2022-04-18,-80712034.74,3535668.28,1499443.42,72646.81,114853.31,242790.68,305,57.581934426229516,69.12918032786885,33.59649180327869,-76063373.28,13432333.848236565,-84180451.38675742,-67946295.17324258,-106434698.53716992,-45692048.022830084,-76268098.75538462,13529023.275899436,-106858044.69974542,-45678152.81102384,-94380365.89600001,True,False,normal,16,4
2022-04-25,-54903032.61,4620030.65,2161083.45,97967.57,172310.85,173583.4,264,57.22257575757576,66.91253787878787,36.26511363636364,-73864589.94461538,14419105.561380541,-82577968.22970554,-65151211.659525216,-106467066.16877863,-41262113.72045212,-76063373.28,13432333.848236565,-106434698.53716992,-45692048.022830084,-94380365.89600001,True,False,normal,17,4
2022-05-02,-67890564.35,4774198.59,2752241.3,134366.95,143651.22,208079.08000000002,315,58.81285714285714,68.04749206349206,36.3067619047619,-73238768.43692307,14493826.30862641,-81997300.01766853,-64480236.85617762,-106010192.82331213,-40467344.05053401,-73864589.94461538,14419105.561380541,-106467066.16877863,-41262113.72045212,-94380365.89600001,True,False,normal,18,5
2022-05-09,-63241911.72,10212777.16,1261751.36,249021.01,108397.68000000001,111192.84,317,57.44624605678233,67.27766561514196,35.927728706624606,-70990400.95076923,13494459.83334422,-79145021.41459398,-62835780.48694449,-101502196.84557703,-40478605.05596144,-73238768.43692307,14493826.30862641,-106010192.82331213,-40467344.05053401,-92728579.903,True,False,normal,19,5
2022-05-16,-84591781.17,7750109.359999999,2042014.71,208195.78999999998,121215.84,188905.27,318,59.13562893081761,69.0658176100629,34.377672955974845,-71863463.64230768,14009592.702228043,-80329375.78331457,-63397551.5013008,-103540006.34048529,-40186920.94413008,-70990400.95076923,13494459.83334422,-101502196.84557703,-40478605.05596144,-92728579.903,True,False,normal,20,5
2022-05-23,-58664393.24,6890995.89,2713447.74,175466.97,137820.22,257809.38,294,56.83721088435374,67.23867346938775,34.33238095238095,-70672023.88307692,14450326.863741197,-79404269.01235957,-61939778.753794275,-103345093.37417811,-37998954.39197573,-71863463.64230768,14009592.702228043,-103540006.34048529,-40186920.94413008,-92604084.727,True,False,normal,21,5
2022-05-30,-76776455.41,5328227.22,2410759.84,129587.59,83521.42,369059.92,340,58.08935294117647,67.95258823529412,35.40117647058823,-71004915.59769231,14544213.238154706,-79793895.6952154,-62215935.50016922,-103890267.90179874,-38119563.29358588,-70672023.88307692,14450326.863741197,-103345093.37417811,-37998954.39197573,-92604084.727,True,False,normal,22,5
2022-06-06,-71966677.11,5264573.1,2042043.98,133559.89,177668.45,340576.33,320,58.544968749999995,67.80090625,36.250875,-69416282.57,13036363.35641116,-77294078.10334669,-61538487.036653295,-98892294.4188414,-39940270.72115858,-71004915.59769231,14544213.238154706,-103890267.90179874,-38119563.29358588,-92604084.727,True,False,normal,23,6
2022-06-13,-70924684.34,4928710.86,2183216.57,117600.54,141010.28,138586.45,290,59.447448275862065,67.44789655172414,36.96862068965517,-71572713.34769231,10318259.888668394,-77807975.39436477,-65337451.30101984,-94902927.64309555,-48242499.05228907,-69416282.57,13036363.35641116,-98892294.4188414,-39940270.72115858,-92604084.727,True,False,normal,24,6
2022-06-20,-95595626.87,8283935.13,3724240.6,132826.88,230801.11,350472.23,333,57.95243243243243,68.3442942942943,33.808768768768765,-72930029.47307692,12213625.742511924,-80310649.64219873,-65549409.30395512,-100545781.44784427,-45314277.49830959,-71572713.34769231,10318259.888668394,-94902927.64309555,-48242499.05228907,-92604084.727,True,True,below-prior-52w-p10,25,6
2022-06-27,-93738649.18,7047772.26,2107585.21,116817.04000000001,147009.06,152717.41999999998,334,57.62110778443114,68.40383233532934,34.254041916167665,-75106470.70384616,13245954.979795925,-83110921.18761009,-67102020.22008222,-105056381.98348773,-45156559.42420459,-72930029.47307692,12213625.742511924,-100545781.44784427,-45314277.49830959,-92728579.903,True,True,below-prior-52w-p10,26,6
2022-07-04,-107706744.08,8323771.1,1830658.96,161938.34,144746.32,253278.79,315,58.17212698412699,68.4455238095238,34.43473015873016,-78264778.79769231,15724276.999742104,-87766864.28940693,-68762693.3059777,-113818327.1675238,-42711230.42786083,-75106470.70384616,13245954.979795925,-105056381.98348773,-45156559.42420459,-93638860.846,True,True,below-prior-52w-p10,27,7
2022-07-11,-67930867.19,7504572.33,3369660.31,100118.91,87686.92,297402.37,311,56.638038585209,68.22488745980706,33.9696463022508,-76511032.46230769,15487818.401023077,-85870227.45289999,-67151837.47171539,-111529933.53311503,-41492131.39150035,-78264778.79769231,15724276.999742104,-113818327.1675238,-42711230.42786083,-94480154.23,True,False,normal,28,7
2022-07-18,-80679437.01,5028570.46,3318582.52,198052.33,160640.78,193710.84,313,58.30936102236422,67.32316293929713,36.23562300319489,-76508524.94461538,15487084.18993466,-85867276.2558874,-67149773.63334335,-111525765.91941664,-41491283.969814114,-76511032.46230769,15487818.401023077,-111529933.53311503,-41492131.39150035,-94480154.23,True,False,normal,29,7
2022-07-25,-76740274.24,4481689.29,1041285.83,57563.86,125749.73,251525.82,273,58.27948717948718,67.97663003663003,35.45443223443223,-78188312.7623077,14067609.950776407,-86689284.37572846,-69687341.14888695,-109996035.9944191,-46380589.53019632,-76508524.94461538,15487084.18993466,-111525765.91941664,-41491283.969814114,-94480154.23,True,False,normal,30,7
2022-08-01,-80092749.11,5310709.95,3718537.8400000003,95354.08,163806.31,138354.74,313,57.93600638977636,68.95961661341853,34.58,-79126942.35923077,13726196.731076458,-87421600.028828,-70832284.68963355,-110162709.49944037,-48091175.21902117,-78188312.7623077,14067609.950776407,-109996035.9944191,-46380589.53019632,-94480154.23,True,False,normal,31,8
