shipment_id,source_row,quality_score,selected,conflict_columns,resolution
SHP-00034497,10243,14,False,,exact duplicate; retained first source row
SHP-00080369,316,15,True,,exact duplicate; retained first source row
SHP-00080369,45633,15,False,,exact duplicate; retained first source row
SHP-00001387,317,15,True,,exact duplicate; retained first source row
SHP-00001387,38461,15,False,,exact duplicate; retained first source row
SHP-00084546,320,14,True,,exact duplicate; retained first source row
SHP-00084546,22363,14,False,,exact duplicate; retained first source row
SHP-00033519,346,15,True,,exact duplicate; retained first source row
SHP-00033519,36662,15,False,,exact duplicate; retained first source row
SHP-00032611,366,14,True,,exact duplicate; retained first source row
SHP-00032611,44971,14,False,,exact duplicate; retained first source row
SHP-00063459,372,15,True,,exact duplicate; retained first source row
SHP-00063459,73201,15,False,,exact duplicate; retained first source row
SHP-00030198,388,14,True,,exact duplicate; retained first source row
SHP-00030198,87801,14,False,,exact duplicate; retained first source row
SHP-00036312,414,15,True,,exact duplicate; retained first source row
SHP-00036312,85208,15,False,,exact duplicate; retained first source row
SHP-00075796,422,15,True,,exact duplicate; retained first source row
SHP-00075796,54031,15,False,,exact duplicate; retained first source row
SHP-00055590,480,15,True,,exact duplicate; retained first source row
SHP-00055590,33308,15,False,,exact duplicate; retained first source row
SHP-00055756,503,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00055756,63281,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00075463,509,14,True,,exact duplicate; retained first source row
SHP-00075463,37484,14,False,,exact duplicate; retained first source row
SHP-00029824,531,14,True,,exact duplicate; retained first source row
SHP-00029824,72334,14,False,,exact duplicate; retained first source row
SHP-00047492,547,15,True,,exact duplicate; retained first source row
SHP-00047492,3507,15,False,,exact duplicate; retained first source row
SHP-00015158,549,15,True,,exact duplicate; retained first source row
SHP-00015158,76154,15,False,,exact duplicate; retained first source row
SHP-00003387,560,15,True,,exact duplicate; retained first source row
SHP-00003387,42471,15,False,,exact duplicate; retained first source row
SHP-00033291,574,15,True,,exact duplicate; retained first source row
SHP-00033291,77470,15,False,,exact duplicate; retained first source row
SHP-00017183,588,15,True,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00017183,31867,11,False,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00079108,602,14,True,,exact duplicate; retained first source row
SHP-00079108,60137,14,False,,exact duplicate; retained first source row
SHP-00037603,619,15,True,,exact duplicate; retained first source row
SHP-00037603,73131,15,False,,exact duplicate; retained first source row
SHP-00068138,631,15,True,,exact duplicate; retained first source row
SHP-00068138,74889,15,False,,exact duplicate; retained first source row
SHP-00006829,669,15,True,,exact duplicate; retained first source row
SHP-00006829,5808,15,False,,exact duplicate; retained first source row
SHP-00035456,681,14,True,,exact duplicate; retained first source row
SHP-00035456,73733,14,False,,exact duplicate; retained first source row
SHP-00010562,686,15,True,,exact duplicate; retained first source row
SHP-00010562,3952,15,False,,exact duplicate; retained first source row
SHP-00023429,692,15,True,,exact duplicate; retained first source row
SHP-00023429,42488,15,False,,exact duplicate; retained first source row
SHP-00004265,701,15,True,,exact duplicate; retained first source row
SHP-00004265,79818,15,False,,exact duplicate; retained first source row
SHP-00057763,707,15,True,,exact duplicate; retained first source row
SHP-00057763,29488,15,False,,exact duplicate; retained first source row
SHP-00030037,709,14,True,,exact duplicate; retained first source row
SHP-00030037,1588,14,False,,exact duplicate; retained first source row
SHP-00048749,742,14,True,,exact duplicate; retained first source row
SHP-00048749,68476,14,False,,exact duplicate; retained first source row
SHP-00061778,748,15,True,,exact duplicate; retained first source row
SHP-00061778,47243,15,False,,exact duplicate; retained first source row
SHP-00059276,808,7,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00059276,75007,15,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00066115,828,12,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00066115,6414,14,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00076455,843,7,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00076455,39917,15,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00025529,847,11,False,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00025529,23388,15,True,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00076477,863,15,True,,exact duplicate; retained first source row
SHP-00076477,85516,15,False,,exact duplicate; retained first source row
SHP-00043769,877,7,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00043769,64963,15,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00075864,881,15,True,,exact duplicate; retained first source row
SHP-00075864,37387,15,False,,exact duplicate; retained first source row
SHP-00035779,903,15,True,,exact duplicate; retained first source row
SHP-00035779,19642,15,False,,exact duplicate; retained first source row
SHP-00062129,910,15,True,,exact duplicate; retained first source row
SHP-00062129,10083,15,False,,exact duplicate; retained first source row
SHP-00038677,916,15,True,,exact duplicate; retained first source row
SHP-00038677,10708,15,False,,exact duplicate; retained first source row
SHP-00082884,925,15,True,,exact duplicate; retained first source row
SHP-00082884,87228,15,False,,exact duplicate; retained first source row
SHP-00024680,937,15,True,,exact duplicate; retained first source row
SHP-00024680,55569,15,False,,exact duplicate; retained first source row
SHP-00076164,966,15,True,,exact duplicate; retained first source row
SHP-00076164,75691,15,False,,exact duplicate; retained first source row
SHP-00014230,970,14,True,,exact duplicate; retained first source row
SHP-00014230,18344,14,False,,exact duplicate; retained first source row
SHP-00081267,986,15,True,,exact duplicate; retained first source row
SHP-00081267,56567,15,False,,exact duplicate; retained first source row
SHP-00036278,990,14,True,,exact duplicate; retained first source row
SHP-00036278,87849,14,False,,exact duplicate; retained first source row
SHP-00007682,999,6,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00007682,15382,14,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00020387,1015,14,True,,exact duplicate; retained first source row
SHP-00020387,74750,14,False,,exact duplicate; retained first source row
SHP-00000874,1016,14,True,,exact duplicate; retained first source row
SHP-00000874,6163,14,False,,exact duplicate; retained first source row
SHP-00037663,1021,15,True,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00037663,21745,11,False,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00035394,1025,15,True,,exact duplicate; retained first source row
SHP-00035394,60432,15,False,,exact duplicate; retained first source row
SHP-00001540,1047,14,True,,exact duplicate; retained first source row
SHP-00001540,45553,14,False,,exact duplicate; retained first source row
SHP-00059211,1054,15,True,,exact duplicate; retained first source row
SHP-00059211,57861,15,False,,exact duplicate; retained first source row
SHP-00003090,1074,14,True,,exact duplicate; retained first source row
SHP-00003090,75753,14,False,,exact duplicate; retained first source row
SHP-00036721,1093,15,True,,exact duplicate; retained first source row
SHP-00036721,58248,15,False,,exact duplicate; retained first source row
SHP-00044752,1100,15,True,,exact duplicate; retained first source row
SHP-00044752,33256,15,False,,exact duplicate; retained first source row
SHP-00064114,1140,15,True,,exact duplicate; retained first source row
SHP-00064114,74271,15,False,,exact duplicate; retained first source row
SHP-00009077,1142,14,True,,exact duplicate; retained first source row
SHP-00009077,29893,14,False,,exact duplicate; retained first source row
SHP-00046658,1178,15,True,,exact duplicate; retained first source row
SHP-00046658,30773,15,False,,exact duplicate; retained first source row
SHP-00071746,1184,15,True,,exact duplicate; retained first source row
SHP-00071746,43686,15,False,,exact duplicate; retained first source row
SHP-00077597,1190,14,True,,exact duplicate; retained first source row
SHP-00077597,82252,14,False,,exact duplicate; retained first source row
SHP-00035595,1192,15,True,,exact duplicate; retained first source row
SHP-00035595,11609,15,False,,exact duplicate; retained first source row
SHP-00003808,1196,15,True,,exact duplicate; retained first source row
SHP-00003808,34671,15,False,,exact duplicate; retained first source row
SHP-00020978,1213,15,True,,exact duplicate; retained first source row
SHP-00020978,57385,15,False,,exact duplicate; retained first source row
SHP-00067146,1222,15,True,,exact duplicate; retained first source row
SHP-00067146,40840,15,False,,exact duplicate; retained first source row
SHP-00061777,1252,14,True,,exact duplicate; retained first source row
SHP-00061777,66688,14,False,,exact duplicate; retained first source row
SHP-00075269,1313,15,True,,exact duplicate; retained first source row
SHP-00075269,57852,15,False,,exact duplicate; retained first source row
SHP-00012622,1329,15,True,,exact duplicate; retained first source row
SHP-00012622,25159,15,False,,exact duplicate; retained first source row
SHP-00012713,1347,15,True,,exact duplicate; retained first source row
SHP-00012713,20516,15,False,,exact duplicate; retained first source row
SHP-00031353,1349,15,True,,exact duplicate; retained first source row
SHP-00031353,36585,15,False,,exact duplicate; retained first source row
SHP-00070462,1352,15,True,,exact duplicate; retained first source row
SHP-00070462,8076,15,False,,exact duplicate; retained first source row
SHP-00038128,1385,14,True,,exact duplicate; retained first source row
SHP-00038128,86610,14,False,,exact duplicate; retained first source row
SHP-00083139,1391,15,True,,exact duplicate; retained first source row
SHP-00083139,11481,15,False,,exact duplicate; retained first source row
SHP-00031790,1401,7,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00031790,88222,15,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00038084,1459,15,True,,exact duplicate; retained first source row
SHP-00038084,3555,15,False,,exact duplicate; retained first source row
SHP-00009780,1488,15,True,,exact duplicate; retained first source row
SHP-00009780,12263,15,False,,exact duplicate; retained first source row
SHP-00036345,1502,14,True,,exact duplicate; retained first source row
SHP-00036345,37665,14,False,,exact duplicate; retained first source row
SHP-00027902,1528,15,True,,exact duplicate; retained first source row
SHP-00027902,29724,15,False,,exact duplicate; retained first source row
SHP-00018852,1534,10,False,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00018852,52583,14,True,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00067868,1539,15,True,,exact duplicate; retained first source row
SHP-00067868,66448,15,False,,exact duplicate; retained first source row
SHP-00015262,1546,15,True,,exact duplicate; retained first source row
SHP-00015262,80236,15,False,,exact duplicate; retained first source row
SHP-00016837,1580,15,True,,exact duplicate; retained first source row
SHP-00016837,57449,15,False,,exact duplicate; retained first source row
SHP-00041636,1589,14,True,,exact duplicate; retained first source row
SHP-00041636,37842,14,False,,exact duplicate; retained first source row
SHP-00040104,1622,15,True,,exact duplicate; retained first source row
SHP-00040104,28576,15,False,,exact duplicate; retained first source row
SHP-00004113,1627,14,True,,exact duplicate; retained first source row
SHP-00004113,53973,14,False,,exact duplicate; retained first source row
SHP-00072003,1657,14,True,,exact duplicate; retained first source row
SHP-00072003,39256,14,False,,exact duplicate; retained first source row
SHP-00050524,1660,15,True,,exact duplicate; retained first source row
SHP-00050524,56470,15,False,,exact duplicate; retained first source row
SHP-00031325,1661,15,True,,exact duplicate; retained first source row
SHP-00031325,56986,15,False,,exact duplicate; retained first source row
SHP-00034288,1676,14,True,,exact duplicate; retained first source row
SHP-00034288,48891,14,False,,exact duplicate; retained first source row
SHP-00026986,1679,15,True,,exact duplicate; retained first source row
SHP-00026986,80495,15,False,,exact duplicate; retained first source row
SHP-00083263,1696,15,True,,exact duplicate; retained first source row
SHP-00083263,29751,15,False,,exact duplicate; retained first source row
SHP-00067487,1699,15,True,,exact duplicate; retained first source row
SHP-00067487,80903,15,False,,exact duplicate; retained first source row
SHP-00069015,1748,15,True,,exact duplicate; retained first source row
SHP-00069015,48690,15,False,,exact duplicate; retained first source row
SHP-00018969,1755,15,True,,exact duplicate; retained first source row
SHP-00018969,40866,15,False,,exact duplicate; retained first source row
SHP-00066908,1776,15,True,,exact duplicate; retained first source row
SHP-00066908,55733,15,False,,exact duplicate; retained first source row
SHP-00003365,1808,15,True,,exact duplicate; retained first source row
SHP-00003365,24408,15,False,,exact duplicate; retained first source row
SHP-00072789,1834,15,True,,exact duplicate; retained first source row
SHP-00072789,34628,15,False,,exact duplicate; retained first source row
SHP-00026745,1863,15,True,,exact duplicate; retained first source row
SHP-00026745,44966,15,False,,exact duplicate; retained first source row
SHP-00049165,1868,15,True,,exact duplicate; retained first source row
SHP-00049165,70321,15,False,,exact duplicate; retained first source row
SHP-00007237,1869,14,True,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00007237,84635,10,False,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00079006,1878,15,True,,exact duplicate; retained first source row
SHP-00079006,11653,15,False,,exact duplicate; retained first source row
SHP-00030822,1903,15,True,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00030822,77653,11,False,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00005105,1908,14,True,,exact duplicate; retained first source row
SHP-00005105,30731,14,False,,exact duplicate; retained first source row
SHP-00023156,1916,15,True,,exact duplicate; retained first source row
SHP-00023156,78458,15,False,,exact duplicate; retained first source row
SHP-00074760,1928,15,True,,exact duplicate; retained first source row
SHP-00074760,85003,15,False,,exact duplicate; retained first source row
SHP-00085402,1969,14,True,,exact duplicate; retained first source row
SHP-00085402,50501,14,False,,exact duplicate; retained first source row
SHP-00034655,1987,14,True,,exact duplicate; retained first source row
SHP-00034655,2821,14,False,,exact duplicate; retained first source row
SHP-00069478,2050,15,True,,exact duplicate; retained first source row
SHP-00069478,5392,15,False,,exact duplicate; retained first source row
SHP-00050815,2079,15,True,,exact duplicate; retained first source row
SHP-00050815,56780,15,False,,exact duplicate; retained first source row
SHP-00034412,2080,14,True,,exact duplicate; retained first source row
SHP-00034412,47729,14,False,,exact duplicate; retained first source row
SHP-00014678,2090,15,True,,exact duplicate; retained first source row
SHP-00014678,64772,15,False,,exact duplicate; retained first source row
SHP-00076825,2105,15,True,,exact duplicate; retained first source row
SHP-00076825,15598,15,False,,exact duplicate; retained first source row
SHP-00083906,2128,15,True,,exact duplicate; retained first source row
SHP-00083906,35817,15,False,,exact duplicate; retained first source row
SHP-00029347,2131,15,True,,exact duplicate; retained first source row
SHP-00029347,46403,15,False,,exact duplicate; retained first source row
SHP-00024453,2155,15,True,,exact duplicate; retained first source row
SHP-00024453,17303,15,False,,exact duplicate; retained first source row
SHP-00050099,2209,15,True,,exact duplicate; retained first source row
SHP-00050099,73455,15,False,,exact duplicate; retained first source row
SHP-00058886,2236,14,True,,exact duplicate; retained first source row
SHP-00058886,67909,14,False,,exact duplicate; retained first source row
SHP-00001374,2237,15,True,,exact duplicate; retained first source row
SHP-00001374,12146,15,False,,exact duplicate; retained first source row
SHP-00001212,2257,15,True,,exact duplicate; retained first source row
SHP-00001212,54196,15,False,,exact duplicate; retained first source row
SHP-00009641,2260,15,True,,exact duplicate; retained first source row
SHP-00009641,34549,15,False,,exact duplicate; retained first source row
SHP-00079119,2280,15,True,,exact duplicate; retained first source row
SHP-00079119,48388,15,False,,exact duplicate; retained first source row
SHP-00084053,2317,15,True,,exact duplicate; retained first source row
SHP-00084053,42154,15,False,,exact duplicate; retained first source row
SHP-00041940,2325,15,True,,exact duplicate; retained first source row
SHP-00041940,40159,15,False,,exact duplicate; retained first source row
SHP-00011605,2356,15,True,,exact duplicate; retained first source row
SHP-00011605,77837,15,False,,exact duplicate; retained first source row
SHP-00058258,2372,14,True,,exact duplicate; retained first source row
SHP-00058258,33472,14,False,,exact duplicate; retained first source row
SHP-00007625,2377,15,True,,exact duplicate; retained first source row
SHP-00007625,55091,15,False,,exact duplicate; retained first source row
SHP-00005578,2380,15,True,,exact duplicate; retained first source row
SHP-00005578,88526,15,False,,exact duplicate; retained first source row
SHP-00043494,2396,15,True,,exact duplicate; retained first source row
SHP-00043494,87394,15,False,,exact duplicate; retained first source row
SHP-00069972,2413,11,False,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00069972,56283,15,True,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00053100,2423,15,True,,exact duplicate; retained first source row
SHP-00053100,16947,15,False,,exact duplicate; retained first source row
SHP-00039084,2438,15,True,,exact duplicate; retained first source row
SHP-00039084,65852,15,False,,exact duplicate; retained first source row
SHP-00073118,2456,15,True,,exact duplicate; retained first source row
SHP-00073118,18589,15,False,,exact duplicate; retained first source row
SHP-00030255,2464,15,True,,exact duplicate; retained first source row
SHP-00030255,28867,15,False,,exact duplicate; retained first source row
SHP-00015389,2468,14,True,,exact duplicate; retained first source row
SHP-00015389,60884,14,False,,exact duplicate; retained first source row
SHP-00053710,2470,7,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00053710,60123,15,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00036328,2513,15,True,,exact duplicate; retained first source row
SHP-00036328,56700,15,False,,exact duplicate; retained first source row
SHP-00008714,2554,15,True,,exact duplicate; retained first source row
SHP-00008714,56362,15,False,,exact duplicate; retained first source row
SHP-00032899,2556,15,True,,exact duplicate; retained first source row
SHP-00032899,77503,15,False,,exact duplicate; retained first source row
SHP-00005544,2563,15,True,,exact duplicate; retained first source row
SHP-00005544,69746,15,False,,exact duplicate; retained first source row
SHP-00001914,2567,14,True,,exact duplicate; retained first source row
SHP-00001914,18249,14,False,,exact duplicate; retained first source row
SHP-00005590,2573,15,True,,exact duplicate; retained first source row
SHP-00005590,32379,15,False,,exact duplicate; retained first source row
SHP-00037245,2577,14,True,,exact duplicate; retained first source row
SHP-00037245,78343,14,False,,exact duplicate; retained first source row
SHP-00038233,2588,14,True,,exact duplicate; retained first source row
SHP-00038233,25752,14,False,,exact duplicate; retained first source row
SHP-00027077,2663,15,True,,exact duplicate; retained first source row
SHP-00027077,72893,15,False,,exact duplicate; retained first source row
SHP-00014162,2676,15,True,,exact duplicate; retained first source row
SHP-00014162,40617,15,False,,exact duplicate; retained first source row
SHP-00052764,2694,15,True,,exact duplicate; retained first source row
SHP-00052764,18620,15,False,,exact duplicate; retained first source row
SHP-00078969,2696,14,True,,exact duplicate; retained first source row
SHP-00078969,86231,14,False,,exact duplicate; retained first source row
SHP-00043093,2707,15,True,,exact duplicate; retained first source row
SHP-00043093,39662,15,False,,exact duplicate; retained first source row
SHP-00070145,2718,15,True,,exact duplicate; retained first source row
SHP-00070145,62572,15,False,,exact duplicate; retained first source row
SHP-00046990,2734,15,True,,exact duplicate; retained first source row
SHP-00046990,10933,15,False,,exact duplicate; retained first source row
SHP-00059681,2749,14,True,,exact duplicate; retained first source row
SHP-00059681,45312,14,False,,exact duplicate; retained first source row
SHP-00015670,2777,15,True,,exact duplicate; retained first source row
SHP-00015670,51646,15,False,,exact duplicate; retained first source row
SHP-00024605,2804,14,True,,exact duplicate; retained first source row
SHP-00024605,33856,14,False,,exact duplicate; retained first source row
SHP-00023606,2805,15,True,,exact duplicate; retained first source row
SHP-00023606,59719,15,False,,exact duplicate; retained first source row
SHP-00068308,2832,15,True,,exact duplicate; retained first source row
SHP-00068308,42279,15,False,,exact duplicate; retained first source row
SHP-00006077,2837,15,True,,exact duplicate; retained first source row
SHP-00006077,51936,15,False,,exact duplicate; retained first source row
SHP-00063204,2840,14,True,,exact duplicate; retained first source row
SHP-00063204,3966,14,False,,exact duplicate; retained first source row
SHP-00041422,2851,15,True,,exact duplicate; retained first source row
SHP-00041422,7895,15,False,,exact duplicate; retained first source row
SHP-00078594,2881,14,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00078594,84860,12,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00065372,2922,14,True,,exact duplicate; retained first source row
SHP-00065372,11134,14,False,,exact duplicate; retained first source row
SHP-00020722,2927,14,True,,exact duplicate; retained first source row
SHP-00020722,71564,14,False,,exact duplicate; retained first source row
SHP-00049123,2969,15,True,,exact duplicate; retained first source row
SHP-00049123,62081,15,False,,exact duplicate; retained first source row
SHP-00031845,2977,15,True,,exact duplicate; retained first source row
SHP-00031845,48122,15,False,,exact duplicate; retained first source row
SHP-00068126,3006,15,True,,exact duplicate; retained first source row
SHP-00068126,33946,15,False,,exact duplicate; retained first source row
SHP-00023840,3017,15,True,,exact duplicate; retained first source row
SHP-00023840,40296,15,False,,exact duplicate; retained first source row
SHP-00053551,3023,15,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00053551,11736,7,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00021469,3034,15,True,,exact duplicate; retained first source row
SHP-00021469,17430,15,False,,exact duplicate; retained first source row
SHP-00002965,3054,14,True,,exact duplicate; retained first source row
SHP-00002965,41697,14,False,,exact duplicate; retained first source row
SHP-00022189,3059,14,True,,exact duplicate; retained first source row
SHP-00022189,68188,14,False,,exact duplicate; retained first source row
SHP-00005524,3065,15,True,,exact duplicate; retained first source row
SHP-00005524,36383,15,False,,exact duplicate; retained first source row
SHP-00064196,3106,14,True,,exact duplicate; retained first source row
SHP-00064196,27829,14,False,,exact duplicate; retained first source row
SHP-00032004,3162,15,True,,exact duplicate; retained first source row
SHP-00032004,48131,15,False,,exact duplicate; retained first source row
SHP-00077276,3171,14,True,,exact duplicate; retained first source row
SHP-00077276,8618,14,False,,exact duplicate; retained first source row
SHP-00067978,3193,13,True,"transport_mode, shipment_weight_kg","retained highest-quality copy; conflict in transport_mode, shipment_weight_kg"
SHP-00067978,7066,7,False,"transport_mode, shipment_weight_kg","retained highest-quality copy; conflict in transport_mode, shipment_weight_kg"
SHP-00079851,3240,11,False,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00079851,58223,15,True,freight_cost_usd,retained highest-quality copy; conflict in freight_cost_usd
SHP-00014768,3257,14,True,,exact duplicate; retained first source row
SHP-00014768,23837,14,False,,exact duplicate; retained first source row
SHP-00037473,3281,15,True,,exact duplicate; retained first source row
SHP-00037473,18305,15,False,,exact duplicate; retained first source row
SHP-00028450,3297,15,True,,exact duplicate; retained first source row
SHP-00028450,69818,15,False,,exact duplicate; retained first source row
SHP-00076625,3312,15,True,,exact duplicate; retained first source row
SHP-00076625,4332,15,False,,exact duplicate; retained first source row
SHP-00052742,3316,14,True,,exact duplicate; retained first source row
SHP-00052742,67953,14,False,,exact duplicate; retained first source row
SHP-00074438,3317,15,True,,exact duplicate; retained first source row
SHP-00074438,62647,15,False,,exact duplicate; retained first source row
SHP-00010923,3319,14,True,,exact duplicate; retained first source row
SHP-00010923,32413,14,False,,exact duplicate; retained first source row
SHP-00018485,3322,15,True,,exact duplicate; retained first source row
SHP-00018485,5198,15,False,,exact duplicate; retained first source row
SHP-00036923,3324,14,True,,exact duplicate; retained first source row
SHP-00036923,86996,14,False,,exact duplicate; retained first source row
SHP-00041817,3338,15,True,,exact duplicate; retained first source row
SHP-00041817,68682,15,False,,exact duplicate; retained first source row
SHP-00000282,3354,15,True,,exact duplicate; retained first source row
SHP-00000282,77312,15,False,,exact duplicate; retained first source row
SHP-00016970,3403,14,True,,exact duplicate; retained first source row
SHP-00016970,15611,14,False,,exact duplicate; retained first source row
SHP-00073891,3424,15,True,,exact duplicate; retained first source row
SHP-00073891,58808,15,False,,exact duplicate; retained first source row
SHP-00008220,3426,15,True,,exact duplicate; retained first source row
SHP-00008220,9573,15,False,,exact duplicate; retained first source row
SHP-00082652,3435,15,True,,exact duplicate; retained first source row
SHP-00082652,3733,15,False,,exact duplicate; retained first source row
SHP-00084782,3438,14,True,,exact duplicate; retained first source row
SHP-00084782,84204,14,False,,exact duplicate; retained first source row
SHP-00035707,3466,15,True,,exact duplicate; retained first source row
SHP-00035707,24787,15,False,,exact duplicate; retained first source row
SHP-00051260,3485,15,True,,exact duplicate; retained first source row
SHP-00051260,39557,15,False,,exact duplicate; retained first source row
SHP-00027350,3486,15,True,,exact duplicate; retained first source row
SHP-00027350,33003,15,False,,exact duplicate; retained first source row
SHP-00001489,3494,15,True,,exact duplicate; retained first source row
SHP-00001489,27715,15,False,,exact duplicate; retained first source row
SHP-00017420,3515,15,True,,exact duplicate; retained first source row
SHP-00017420,64238,15,False,,exact duplicate; retained first source row
SHP-00072453,3568,14,True,,exact duplicate; retained first source row
SHP-00072453,41510,14,False,,exact duplicate; retained first source row
SHP-00082437,3580,15,True,,exact duplicate; retained first source row
SHP-00082437,30508,15,False,,exact duplicate; retained first source row
SHP-00001439,3588,7,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00001439,31391,15,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00075383,3640,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00075383,36196,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00033230,3653,15,True,,exact duplicate; retained first source row
SHP-00033230,34677,15,False,,exact duplicate; retained first source row
SHP-00007158,3681,14,True,,exact duplicate; retained first source row
SHP-00007158,40111,14,False,,exact duplicate; retained first source row
SHP-00031593,3699,15,True,,exact duplicate; retained first source row
SHP-00031593,46444,15,False,,exact duplicate; retained first source row
SHP-00007184,3741,15,True,,exact duplicate; retained first source row
SHP-00007184,24569,15,False,,exact duplicate; retained first source row
SHP-00055610,3756,15,True,,exact duplicate; retained first source row
SHP-00055610,55883,15,False,,exact duplicate; retained first source row
